決算年度,業務コード,団体コード ,県名,団体名,団体区分,表番号,表名称,行番号,行名称,001:歳入総額,002:歳出総額,003:歳入歳出差引,004:翌年度に繰り越すべき財源,005:実質収支,006:単年度収支,007:積立金,008:繰上償還金,009:積立金取崩し額,010:実質単年度収支
2022,61,18490,北海道,南空知公衆衛生組合,6,2,決算収支の状況,1,令和4年度,440255,422209,18046,0,18046,-3289,0,0,0,-3289
2022,61,18554,北海道,南部後志環境衛生組合,6,2,決算収支の状況,1,令和4年度,107061,106400,661,0,661,-546,0,0,0,-546
2022,61,18571,北海道,中空知広域市町村圏組合（事業会計分）,7,2,決算収支の状況,1,令和4年度,0,0,0,0,0,0,0,0,0,0
2022,61,18597,北海道,岩内地方衛生組合,6,2,決算収支の状況,1,令和4年度,534558,514186,20372,0,20372,-33197,0,0,0,-33197
2022,61,18601,北海道,北部桧山衛生センター組合,6,2,決算収支の状況,1,令和4年度,503984,490851,13133,0,13133,10291,0,0,0,10291
2022,61,18619,北海道,羽幌町外２町村衛生施設組合,6,2,決算収支の状況,1,令和4年度,971931,951655,20276,0,20276,416,0,0,0,416
2022,61,18635,北海道,空知教育センター組合,6,2,決算収支の状況,1,令和4年度,19783,17924,1859,0,1859,203,0,0,0,203
2022,61,18643,北海道,北海道町村議会議員公務災害補償等組合,6,2,決算収支の状況,1,令和4年度,44510,39577,4933,0,4933,1562,1000,0,3500,-938
2022,61,18651,北海道,羊蹄山麓環境衛生組合,6,2,決算収支の状況,1,令和4年度,160690,146397,14293,0,14293,2471,0,0,0,2471
2022,61,18678,北海道,北海道後期高齢者医療広域連合,7,2,決算収支の状況,1,令和4年度,617799,402920,214879,0,214879,-87709,160092,0,242796,-170413
2022,61,18686,北海道,南渡島衛生施設組合,6,2,決算収支の状況,1,令和4年度,161939,150401,11538,0,11538,-1506,2001,0,0,495
2022,61,18694,北海道,砂川地区保健衛生組合,6,2,決算収支の状況,1,令和4年度,337121,337121,0,0,0,0,0,0,0,0
2022,61,18716,北海道,苫小牧港管理組合,6,2,決算収支の状況,1,令和4年度,4180250,4033939,146311,11402,134909,-149561,0,0,0,-149561
2022,61,18732,北海道,斜里郡３町終末処理事業組合,6,2,決算収支の状況,1,令和4年度,132950,130959,1991,0,1991,-1275,0,0,0,-1275
2022,61,18759,北海道,西天北五町衛生施設組合,6,2,決算収支の状況,1,令和4年度,569843,552784,17059,0,17059,-1958,10,0,5000,-6948
2022,61,18775,北海道,南十勝複合事務組合,6,2,決算収支の状況,1,令和4年度,313252,304156,9096,0,9096,3545,0,0,0,3545
2022,61,18791,北海道,安平・厚真行政事務組合,6,2,決算収支の状況,1,令和4年度,264230,258445,5785,0,5785,-6520,1,0,11167,-17686
2022,61,18830,北海道,中空知衛生施設組合,6,2,決算収支の状況,1,令和4年度,705450,656591,48859,0,48859,-19523,0,0,0,-19523
2022,61,18856,北海道,十勝圏複合事務組合,6,2,決算収支の状況,1,令和4年度,3062300,2799555,262745,0,262745,81697,0,0,0,81697
2022,61,18899,北海道,南部檜山衛生処理組合,6,2,決算収支の状況,1,令和4年度,677361,643615,33746,0,33746,1599,0,0,0,1599
2022,61,18902,北海道,中・北空知廃棄物処理広域連合,6,2,決算収支の状況,1,令和4年度,896860,888705,8155,0,8155,1788,0,0,0,1788
2022,61,18911,北海道,北空知衛生施設組合,6,2,決算収支の状況,1,令和4年度,36084,29118,6966,0,6966,631,0,0,0,631
2022,61,18929,北海道,南宗谷衛生施設組合,6,2,決算収支の状況,1,令和4年度,538173,538173,0,0,0,0,0,0,0,0
2022,61,18937,北海道,函館圏公立大学広域連合,6,2,決算収支の状況,1,令和4年度,2012257,2009987,2270,0,2270,-751,0,0,0,-751
2022,61,18945,北海道,西胆振行政事務組合,6,2,決算収支の状況,1,令和4年度,1420197,1338911,81286,0,81286,-7324,5780,0,0,-1544
2022,61,18953,北海道,根室北部衛生組合,6,2,決算収支の状況,1,令和4年度,1118816,527632,591184,589714,1470,-670,0,0,0,-670
2022,61,18961,北海道,江差町・上ノ国町学校給食組合,6,2,決算収支の状況,1,令和4年度,528264,528164,100,0,100,-1551,0,0,0,-1551
2022,61,18970,北海道,渡島・檜山地方税滞納整理機構,6,2,決算収支の状況,1,令和4年度,43051,39321,3730,0,3730,-1696,0,0,0,-1696
2022,61,19003,北海道,川上郡衛生処理組合,6,2,決算収支の状況,1,令和4年度,92638,86889,5749,0,5749,263,0,0,0,263
2022,61,19011,北海道,石狩北部地区消防事務組合,6,2,決算収支の状況,1,令和4年度,1991783,1907364,84419,0,84419,19849,0,0,0,19849
2022,61,19020,北海道,渡島西部広域事務組合,6,2,決算収支の状況,1,令和4年度,1954560,1937624,16936,0,16936,-3087,0,0,0,-3087
2022,61,19046,北海道,中空知広域市町村圏組合（普通会計分）,6,2,決算収支の状況,1,令和4年度,64700,25295,39405,0,39405,775,0,0,0,775
2022,61,19101,北海道,日高東部消防組合,6,2,決算収支の状況,1,令和4年度,832796,825725,7071,0,7071,1569,0,0,0,1569
2022,61,19135,北海道,日高中部消防組合,6,2,決算収支の状況,1,令和4年度,967488,953436,14052,0,14052,3681,0,0,0,3681
2022,61,19143,北海道,胆振東部消防組合,6,2,決算収支の状況,1,令和4年度,1146206,1130190,16016,0,16016,-10607,0,0,0,-10607
2022,61,19160,北海道,日高中部衛生施設組合,6,2,決算収支の状況,1,令和4年度,836615,798193,38422,0,38422,24415,0,0,0,24415
2022,61,19186,北海道,上川北部消防事務組合,6,2,決算収支の状況,1,令和4年度,1295430,1277079,18351,0,18351,-2046,0,0,0,-2046
2022,61,19194,北海道,遠軽地区広域組合,6,2,決算収支の状況,1,令和4年度,2072381,1998228,74153,0,74153,21832,0,0,0,21832
2022,61,19208,北海道,美幌・津別広域事務組合,6,2,決算収支の状況,1,令和4年度,790368,776588,13780,0,13780,-1010,0,0,0,-1010
2022,61,19216,北海道,網走地区消防組合,6,2,決算収支の状況,1,令和4年度,1351330,1338000,13330,342,12988,-1556,0,0,0,-1556
2022,61,19224,北海道,網走地方教育研修センター組合,6,2,決算収支の状況,1,令和4年度,17439,14208,3231,0,3231,-307,0,0,0,-307
2022,61,19232,北海道,愛別町外３町塵芥処理組合,6,2,決算収支の状況,1,令和4年度,423250,412367,10883,0,10883,-542,61377,0,0,60835
2022,61,19241,北海道,滝川地区広域消防事務組合,6,2,決算収支の状況,1,令和4年度,2038109,1947814,90295,0,90295,13194,0,0,0,13194
2022,61,19259,北海道,北見地区消防組合,6,2,決算収支の状況,1,令和4年度,3069290,2994707,74583,0,74583,10419,0,0,0,10419
2022,61,19267,北海道,南空知消防組合,6,2,決算収支の状況,1,令和4年度,1073420,1053366,20054,0,20054,1246,0,0,0,1246
2022,61,19275,北海道,深川地区消防組合,6,2,決算収支の状況,1,令和4年度,1000203,959004,41199,0,41199,2135,0,0,0,2135
2022,61,19283,北海道,岩見沢地区消防事務組合,6,2,決算収支の状況,1,令和4年度,1431240,1407425,23815,0,23815,4299,0,0,0,4299
2022,61,19291,北海道,砂川地区広域消防組合,6,2,決算収支の状況,1,令和4年度,825951,825951,0,0,0,0,0,0,0,0
2022,61,19305,北海道,根室北部消防事務組合,6,2,決算収支の状況,1,令和4年度,1647345,1647345,0,0,0,0,0,0,0,0
2022,61,19313,北海道,士別地方消防事務組合,6,2,決算収支の状況,1,令和4年度,1002726,998543,4183,0,4183,-25,0,0,0,-25
2022,61,19321,北海道,胆振東部日高西部衛生組合,6,2,決算収支の状況,1,令和4年度,172490,168269,4221,0,4221,-1866,115,0,4000,-5751
2022,61,19330,北海道,西いぶり広域連合,6,2,決算収支の状況,1,令和4年度,7230065,7229267,798,0,798,-246,0,0,0,-246
2022,61,19348,北海道,利尻郡清掃施設組合,6,2,決算収支の状況,1,令和4年度,284753,282675,2078,0,2078,-18,0,0,0,-18
2022,61,19364,北海道,上川教育研修センター組合,6,2,決算収支の状況,1,令和4年度,34169,31589,2580,0,2580,-492,3079,0,2686,-99
2022,61,19372,北海道,南渡島消防事務組合,6,2,決算収支の状況,1,令和4年度,1995247,1968639,26608,0,26608,3764,0,0,0,3764
2022,61,19381,北海道,斜里地区消防組合,6,2,決算収支の状況,1,令和4年度,855884,854772,1112,0,1112,-217,0,0,0,-217
2022,61,19402,北海道,羊蹄山ろく消防組合,6,2,決算収支の状況,1,令和4年度,1899130,1888692,10438,0,10438,-3218,0,0,0,-3218
2022,61,19411,北海道,南部後志衛生施設組合,6,2,決算収支の状況,1,令和4年度,249516,237011,12505,0,12505,1498,0,0,3780,-2282
2022,61,19429,北海道,大雪消防組合,6,2,決算収支の状況,1,令和4年度,1419414,1393390,26024,0,26024,-2310,0,0,0,-2310
2022,61,19437,北海道,大雪清掃組合,6,2,決算収支の状況,1,令和4年度,476377,462838,13539,0,13539,3743,0,0,0,3743
2022,61,19445,北海道,北留萌消防組合,6,2,決算収支の状況,1,令和4年度,980250,942783,37467,0,37467,3295,0,0,0,3295
2022,61,19453,北海道,稚内地区消防事務組合,6,2,決算収支の状況,1,令和4年度,1081412,1053165,28247,0,28247,6092,0,0,0,6092
2022,61,19461,北海道,利尻礼文消防事務組合,6,2,決算収支の状況,1,令和4年度,514401,505228,9173,0,9173,-1712,0,0,0,-1712
2022,61,19470,北海道,南宗谷消防組合,6,2,決算収支の状況,1,令和4年度,635467,620832,14635,0,14635,3879,0,0,0,3879
2022,61,19488,北海道,紋別地区消防組合,6,2,決算収支の状況,1,令和4年度,1352861,1289622,63239,27586,35653,5049,0,0,0,5049
2022,61,19496,北海道,日高西部消防組合,6,2,決算収支の状況,1,令和4年度,865300,844243,21057,880,20177,801,0,0,0,801
2022,61,19500,北海道,平取町外２町衛生施設組合,6,2,決算収支の状況,1,令和4年度,732564,707537,25027,0,25027,-20196,0,0,0,-20196
2022,61,19518,北海道,釧路北部消防事務組合,6,2,決算収支の状況,1,令和4年度,921855,908228,13627,0,13627,907,0,0,0,907
2022,61,19534,北海道,利尻郡学校給食組合,6,2,決算収支の状況,1,令和4年度,116939,114772,2167,0,2167,965,0,0,0,965
2022,61,19551,北海道,渡島廃棄物処理広域連合,6,2,決算収支の状況,1,令和4年度,1429280,1152820,276460,242000,34460,3734,0,0,0,3734
2022,61,19577,北海道,留萌南部衛生組合,6,2,決算収支の状況,1,令和4年度,839828,822613,17215,0,17215,139,0,0,0,139
2022,61,19585,北海道,道央廃棄物処理組合,6,2,決算収支の状況,1,令和4年度,4509697,4504572,5125,0,5125,871,0,0,0,871
2022,61,19593,北海道,檜山広域行政組合,6,2,決算収支の状況,1,令和4年度,1615842,1577359,38483,0,38483,-8371,0,0,0,-8371
2022,61,19607,北海道,北十勝２町環境衛生処理組合,6,2,決算収支の状況,1,令和4年度,189347,184027,5320,0,5320,79,0,0,0,79
2022,61,19631,北海道,留萌消防組合,6,2,決算収支の状況,1,令和4年度,543294,536152,7142,0,7142,-4399,0,0,0,-4399
2022,61,19640,北海道,岩内・寿都地方消防組合,6,2,決算収支の状況,1,令和4年度,1215108,1153471,61637,0,61637,17276,0,0,0,17276
2022,61,19658,北海道,北後志消防組合,6,2,決算収支の状況,1,令和4年度,1331469,1256928,74541,0,74541,11409,0,0,0,11409
2022,61,19666,北海道,釧路東部消防組合,6,2,決算収支の状況,1,令和4年度,1328753,1308891,19862,0,19862,1211,0,0,0,1211
2022,61,19712,北海道,中標津町外２町葬斎組合,6,2,決算収支の状況,1,令和4年度,93084,93084,0,0,0,0,0,0,0,0
2022,61,19721,北海道,釧路広域連合,6,2,決算収支の状況,1,令和4年度,1709371,1706869,2502,0,2502,114,0,0,0,114
2022,61,19739,北海道,石狩教育研修センター組合,6,2,決算収支の状況,1,令和4年度,32484,30587,1897,0,1897,-961,0,0,0,-961
2022,61,19747,北海道,後志教育研修センター組合,6,2,決算収支の状況,1,令和4年度,14740,14410,330,0,330,-405,0,0,0,-405
2022,61,19755,北海道,西紋別地区環境衛生施設組合,6,2,決算収支の状況,1,令和4年度,561870,504141,57729,0,57729,-22092,0,0,0,-22092
2022,61,19771,北海道,日高管内地方税滞納整理機構,6,2,決算収支の状況,1,令和4年度,24458,23935,523,523,0,0,0,0,0,0
2022,61,19780,北海道,大雪葬斎組合,6,2,決算収支の状況,1,令和4年度,21973,19809,2164,0,2164,204,0,0,0,204
2022,61,19810,北海道,石狩湾新港管理組合,6,2,決算収支の状況,1,令和4年度,2115350,2050450,64900,50,64850,18067,0,0,0,18067
2022,61,19852,北海道,北空知圏学校給食組合,6,2,決算収支の状況,1,令和4年度,268189,266521,1668,0,1668,-1867,0,0,0,-1867
2022,61,19925,北海道,釧路公立大学事務組合,6,2,決算収支の状況,1,令和4年度,1446907,1365140,81767,0,81767,-36234,1453,0,116000,-150781
2022,61,19976,北海道,南空知ふるさと市町村圏組合,6,2,決算収支の状況,1,令和4年度,87205,39315,47890,0,47890,-376,0,0,0,-376
2022,61,22012,青森県,青森市,8,2,決算収支の状況,1,令和4年度,137545820,132019553,5526267,374806,5151461,277260,298,0,1500000,-1222442
2022,61,22021,青森県,弘前市,3,2,決算収支の状況,1,令和4年度,89194192,87761370,1432822,844347,588475,-731108,679981,0,700000,-751127
2022,61,22039,青森県,八戸市,8,2,決算収支の状況,1,令和4年度,110995725,106764951,4230774,950135,3280639,91581,601843,0,600000,93424
2022,61,22047,青森県,黒石市,4,2,決算収支の状況,1,令和4年度,20340961,19144605,1196356,161193,1035163,-687883,847775,0,0,159892
2022,61,22055,青森県,五所川原市,4,2,決算収支の状況,1,令和4年度,35317673,33567239,1750434,71601,1678833,-258853,11,0,1721317,-1980159
2022,61,22063,青森県,十和田市,4,2,決算収支の状況,1,令和4年度,38375391,36452884,1922507,365642,1556865,-547198,1376,0,1079555,-1625377
2022,61,22071,青森県,三沢市,4,2,決算収支の状況,1,令和4年度,30212509,29370723,841786,36720,805066,132671,5,0,634564,-501888
2022,61,22080,青森県,むつ市,4,2,決算収支の状況,1,令和4年度,39371079,38420864,950215,45247,904968,222192,1047799,0,967262,302729
2022,61,22098,青森県,つがる市,4,2,決算収支の状況,1,令和4年度,28417524,27845478,572046,28706,543340,-80804,603,0,181145,-261346
2022,61,22101,青森県,平川市,4,2,決算収支の状況,1,令和4年度,24566147,23424678,1141469,496813,644656,112951,4085,0,505543,-388507
2022,61,23019,青森県,平内町,5,2,決算収支の状況,1,令和4年度,8462727,8290957,171770,20099,151671,-12379,64081,0,0,51702
2022,61,23035,青森県,今別町,5,2,決算収支の状況,1,令和4年度,3803641,3542165,261476,13294,248182,21783,390006,17610,227500,201899
2022,61,23043,青森県,蓬田村,5,2,決算収支の状況,1,令和4年度,2595514,2471695,123819,43866,79953,34630,531,0,0,35161
2022,61,23078,青森県,外ヶ浜町,5,2,決算収支の状況,1,令和4年度,6849135,6683186,165949,44329,121620,4312,417131,124014,459950,85507
2022,61,23213,青森県,鰺ケ沢町,5,2,決算収支の状況,1,令和4年度,8476858,8153028,323830,88217,235613,72004,4,0,121139,-49131
2022,61,23230,青森県,深浦町,5,2,決算収支の状況,1,令和4年度,7867632,7588756,278876,115140,163736,-12031,1770,0,150000,-160261
2022,61,23434,青森県,西目屋村,5,2,決算収支の状況,1,令和4年度,2565877,2477141,88736,12925,75811,-376,220037,0,191554,28107
2022,61,23612,青森県,藤崎町,5,2,決算収支の状況,1,令和4年度,9295817,8982562,313255,52219,261036,89315,100252,0,168089,21478
2022,61,23621,青森県,大鰐町,5,2,決算収支の状況,1,令和4年度,7468413,7164382,304031,88429,215602,-123029,28,830000,0,706999
2022,61,23671,青森県,田舎館村,5,2,決算収支の状況,1,令和4年度,4561619,4132103,429516,15755,413761,-140628,3175,0,310000,-447453
2022,61,23817,青森県,板柳町,5,2,決算収支の状況,1,令和4年度,7764934,7215723,549211,3068,546143,102092,69832,0,237206,-65282
2022,61,23841,青森県,鶴田町,5,2,決算収支の状況,1,令和4年度,7706492,7201692,504800,12488,492312,-74820,15,2814,187759,-259750
2022,61,23876,青森県,中泊町,5,2,決算収支の状況,1,令和4年度,9989808,9662663,327145,81498,245647,2433,952370,0,800290,154513
2022,61,24015,青森県,野辺地町,5,2,決算収支の状況,1,令和4年度,7663635,7487109,176526,63,176463,-216265,214400,0,0,-1865
2022,61,24023,青森県,七戸町,5,2,決算収支の状況,1,令和4年度,13040662,12776746,263916,68248,195668,-88528,2079,0,168043,-254492
2022,61,24058,青森県,六戸町,5,2,決算収支の状況,1,令和4年度,6608646,6348839,259807,50419,209388,11334,50015,0,0,61349
2022,61,24066,青森県,横浜町,5,2,決算収支の状況,1,令和4年度,4164121,4089840,74281,741,73540,-40495,59027,0,0,18532
2022,61,24082,青森県,東北町,5,2,決算収支の状況,1,令和4年度,13215911,12713499,502412,33906,468506,64963,739652,0,1035637,-231022
2022,61,24112,青森県,六ケ所村,5,2,決算収支の状況,1,令和4年度,15389382,15043731,345651,143333,202318,23147,8270,0,503042,-471625
2022,61,24121,青森県,おいらせ町,5,2,決算収支の状況,1,令和4年度,12125552,11765905,359647,32252,327395,32046,4406,0,137939,-101487
